business_name,technical_name,rule_name,object_name,start_line,start_column,end_line,end_column
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.NewestArticleMenuProvider.GetArticle,21,9,70,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderArticleCategoryDropdown.createCategoryListArticle,41,9,64,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderArticleDetails.FillUp,25,9,94,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderGetAllArticleCommentByUser.GetArticle,67,9,126,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderGetAllArticleCommentByUser.GetData.get,59,13,64,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderGetAllArticlebyAuthor.GetArticle,67,9,122,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderGetAllArticlebyAuthor.GetData.get,59,13,64,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderLast5ArticlePublishedByUser.GetArticle,54,9,97,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderOtherArticleByThisAuthor.GetArticle,64,9,95,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderRalatedArticle.GetArticle,64,9,95,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Article.ProviderUnapprovedArticles.GetUnApprovedArticles,35,9,79,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Comments.ArticleComments.FillUp,33,9,59,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Comments.ProviderDataFieldsComment.GetDataFields,21,9,59,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Comments.RecipeComments.FillUp,33,9,59,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.CookBooks.ProviderCookBookMainPage.GetData.get,71,13,76,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.CookBooks.ProviderDataFieldsCookBook.GetDataFields,26,9,85,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.CookBooks.ProviderLast5UsersWhoSavedMyRecipe.GetUsers,40,9,69,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Events.ProviderDataFieldsEvents.GetDataFields,21,9,63,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.FriendList.ProviderDataFieldsFriendsList.GetDataFields,26,9,85,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.FriendList.ProviderUnApprovedFriends.GetFriendsList,38,9,107,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.FriendList.ProvidersListOfUserWhoAddedMe.GetUsers,46,9,75,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.PrivateMessages.ProviderBlockedListedUsers.GetBlockListedUsers,45,9,78,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.PrivateMessages.ProviderPrivateMessageViewInbox.GetData.get,82,13,86,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.PrivateMessages.ProviderPrivateMessageViewInbox.GetMessages,89,9,138,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.PrivateMessages.ProviderReadMessage.FillUp,23,9,55,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.PrivateMessages.ProviderReadSentMessage.FillUp,23,9,55,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.AdminRecipeCategoryProvider.GetCategories,20,9,54,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.EthnicRecipeCategoryProvider.GetEthnicCategory,21,9,62,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.LastViewedRecipeProvider.GetLastViewedRecipe,63,9,106,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.MainCourseRecipeCategoryProvider.GetMainCourseCategory,21,9,63,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.NewestRecipeSideMenuProvider.GetNewestRecipe,69,9,119,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.PopularRecipeSideMenuProvider.GetPopularRecipe,45,9,94,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.ProviderGetLast5RecipeByUser.GetRecipe,54,9,102,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.ProviderRecipeCategoryDropdown.createCategoryListRecipe,41,9,66,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipeCommentedbyUser.GetAllRecipeCommentedByAuthorResult,69,9,126,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipeCommentedbyUser.GetData.get,61,13,66,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipebyAuthor.GetAllRecipeByAuthorResult,69,9,126,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.ProvidersGetAllRecipebyAuthor.GetData.get,61,13,66,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RandomRecipe.FillUp,35,9,83,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeAlphaLetterProvider.GetData.get,58,13,63,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeAlphaLetterProvider.GetRecipeAlphabetLetter,66,9,119,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeCategoryMenuProvider.GetRecipeCategoryMenu,21,9,62,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeCategoryProvider.GetCategories,69,9,120,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeCategoryProvider.GetData.get,61,13,66,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeDetails.FillUp,25,9,110,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeSearchProvider.GetData.get,63,13,68,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeSearchProvider.GetRecipeSearchResult,71,9,120,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeSortProvider.GetData.get,49,13,54,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeSortProvider.GetRecipeSort,57,9,110,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RecipeoftheDay.FillUp,36,9,92,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.Recipes.RelatedRecipeProvider.GetRelatedRecipes,21,9,59,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.ProviderShowAllUsers.GetAllUsers,76,9,138,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.ProviderShowAllUsers.GetData.get,69,13,73,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.ProviderShowAllUsersAdmin.GetAllUsers,90,9,235,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.ProviderShowAllUsersAdmin.GetData.get,82,13,87,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.ProviderUsersSearch.GetData.get,64,13,69,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.ProviderUsersSearch.GetUserSearchResult,72,9,122,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.UserIdentity.UserEmail.get,86,13,109,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.UserIdentity.UserID.get,32,13,52,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.UserIdentity.UserName.get,60,13,78,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.BL.Providers.User.UserIdentity.UserRole.get,120,13,150,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.BaseUrl.GetBaseUrl.get,22,13,31,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.Caching.PurgeCacheItems,54,9,73,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.DropdownlistHelper.FillUpDropDown,19,9,51,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.EmailHelper.SendEmail,17,9,51,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.EventCalendar.EventCalendar.OnDayRender,251,9,327,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.EventCalendar.EventCalendar.Render,329,9,357,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.JavaScript.Alert,13,9,31,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.Utilities.Utility.GetCounterDay,398,9,473,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.Utilities.Utility.GetIdentifyItemNewPopular,292,9,312,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.Utilities.Utility.GetSeqCounter,475,9,495,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.Utilities.Utility.GetWeekEndDate,85,9,96,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.Utilities.Utility.GetWeekStartDate,72,9,83,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Common.Utilities.Utility.Val,813,9,862,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.DAL.DataAccess.Execute,279,9,314,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.DAL.DataAccess.GetFromDataTable,41,9,81,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.DAL.DataAccess.GetFromDataTableWithPaging,83,9,125,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.DAL.DataAccess.GetFromReader,127,9,161,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.DAL.DataAccess.GetInt32,206,9,246,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.DAL.DataAccess.GetIntScalarVal,248,9,277,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.DAL.DataAccess.GetString,163,9,204,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Security.Authentication.Authenticate.get,43,13,84,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Security.Authentication.IsUserLogin.get,92,13,114,14
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Security.CookieLoginHelper.CreateLoginCookie,38,9,55,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Security.CookieLoginHelper.RemoveCookie,161,9,173,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Security.Encryption.Decrypt,94,9,162,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Security.Encryption.Encrypt,28,9,92,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.Security.UserNameAndEmailValidation.Param,33,9,48,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,XDRecipe.UI.BasePage.Page_Error,32,9,52,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,_default.GetMetaKeywords,45,5,52,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,_default.Page_Load,24,5,34,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,activation.Activate_Click,65,5,75,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,activation.Page_Load,24,5,63,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,addarticle.Add_Article,45,5,130,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,addarticle.Page_Load,29,5,43,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,addevent.Page_Load,14,5,21,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,addrecipe.Add_Recipe,47,5,175,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_adminlogin.ProcessLogin,31,5,66,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_adminlogin.ProcessLoginCheck,68,5,92,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlecommentmanager.ArticleComments_RowCommand,112,5,152,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlecommentmanager.ArticleComments_RowDataBound,187,5,200,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlecommentmanager.ArticleComments_Sorting,215,5,233,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlecommentmanager.BindData,69,5,80,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlecommentmanager.DeleteAllSelectedItems_Click,154,5,177,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlecommentmanager.Page_Load,31,5,58,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlecommentmanager.Update_Comments,93,5,110,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.Add_Category,250,5,269,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.ApprovedDelete_Article,139,5,187,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.ArtCategoryList_ItemDataBound,189,5,207,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.ArticleCat_ItemDataBound,271,5,288,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.Delete_Article,290,5,311,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.Delete_Category,231,5,248,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.Page_Load,29,5,74,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.ShowEditArticleListing,76,5,113,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.UnApprovedArticleList_ItemDataBound,115,5,137,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlemanager.Update_Category,209,5,229,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_articlepreview.Page_Load,28,5,48,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_categorymanager.Add_Category,110,5,133,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_categorymanager.Delete_Category,85,5,108,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_categorymanager.Edit_Handle,135,5,184,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_categorymanager.Page_Load,28,5,51,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_categorymanager.Update_Category,60,5,83,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_categorymanager.dgCat_ItemDataBound,193,5,215,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_commentsmanager.BindData,68,5,79,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_commentsmanager.DeleteAllSelectedItems_Click,153,5,182,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_commentsmanager.Page_Load,31,5,57,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_commentsmanager.RecipeComments_RowCommand,111,5,151,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_commentsmanager.RecipeComments_RowDataBound,192,5,205,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_commentsmanager.RecipeComments_Sorting,220,5,238,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_commentsmanager.Update_Comments,92,5,109,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_confirmmultiplecommentsdelete.Page_Load,14,5,22,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_confirmusersuspenddeleteedit.Page_Load,15,5,42,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_deleteduserlogview.Page_Load,23,5,29,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_deleteuser.DeleteUser_Click,29,5,75,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_editing.Page_Load,36,5,62,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_editing.Update_Recipe,64,5,116,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_editprofile.Page_Load,28,5,72,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_editprofile.Update_User,74,5,214,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_getimagepopupajax.Page_Load,27,5,59,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_managermain.Page_Load,23,5,45,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_popupviewusercookbook.Page_Load,16,5,34,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_popupviewuserfriendslist.Page_Load,16,5,34,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_popupviewusersuspenionnote.Page_Load,16,5,25,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_recipemanager.BindData,101,5,259,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_recipemanager.Delete_Recipes,569,5,617,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_recipemanager.Edit_Handle,558,5,567,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_recipemanager.GetCatName_Click,484,5,494,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_recipemanager.MonthSearch,426,5,448,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_recipemanager.Page_Load,47,5,99,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_recipemanager.dgRecipe_ItemDataBound,619,5,902,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_suspenduserwithnote.Page_Load,23,5,39,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_suspenduserwithnote.Suspend_User,41,5,71,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_updatearticle.Page_Load,30,5,58,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_updatearticle.Update_Article,60,5,90,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_viewing.Approve_Recipe,90,5,105,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,admin_viewing.Page_Load,34,5,88,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articlecategory.BindList,60,5,88,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articlecategory.GetMetaTitleTagKeywords,90,5,97,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articlecategory.Page_Load,35,5,58,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articledetail.Add_Comment,172,5,224,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articledetail.GetMetaTitleTagKeywords,163,5,170,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articledetail.GetOtherArticleByThisAuthor,136,5,147,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articledetail.GetRelatedArticle,123,5,134,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articledetail.Page_Load,43,5,89,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articledetail.ShowEditLink,91,5,101,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articlesearchtab.SearchButton_Click,45,5,75,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,articlesortoptionlinks.Page_Load,23,5,349,10
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.AdminUpdateLastViewedHours_Click,172,5,178,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.ConfigProfilePage_Click,111,5,116,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.CookBookSetting_Click,118,5,123,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.EnabledDisableArticleComment_Click,104,5,109,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.EnabledDisbledRecipeComment_Click,96,5,101,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.FriendsListSetting_Click,125,5,130,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.GetCookBookNumberRecordsShowCurrentSetting,82,5,87,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.GetFriendsListNumberRecordsShowCurrentSetting,89,5,94,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.Page_Load,22,5,34,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,configuration.UpdateAdminEmailSettings_Click,42,5,52,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,confirmaddeditrecipe.Page_Load,14,5,29,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,confirmlayoutchange.Page_Load,23,5,57,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,confirmsubmitarticle.Page_Load,14,5,27,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,confirmupdatepmconfig.Page_Load,14,5,32,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,confirmupdateprivatemsg.Page_Load,15,5,52,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,editarticle.Page_Load,34,5,71,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,editarticle.Update_Article,73,5,153,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,editprofile.Page_Load,32,5,79,6
Total Quality Index,Architecture - Object-level Dependencies,Avoid Artifacts with High Fan-Out,editprofile.Update_User,81,5,271,6
