business_name,technical_name,rule_name,object_name,start_line,end_line,start_column,end_column
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,28,29,89,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,54,57,22,20
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,36,36,53,72
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,21,21,70,88
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,37,37,33,52
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,20,20,48,66
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,27,27,48,66
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,33,33,48,66
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,36,36,13,32
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,35,35,73,92
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,22,22,53,72
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,18,57,2,21
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,22,23,93,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,35,35,13,32
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,22,22,73,92
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,35,35,53,72
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,21,21,13,31
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,28,28,70,88
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,27,28,86,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,20,20,3,28
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,37,37,13,32
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,27,27,3,28
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,23,24,93,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,34,34,13,31
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,49,52,24,19
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,23,23,53,72
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,33,33,67,85
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,20,20,29,47
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,27,27,67,85
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,38,39,93,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,39,39,13,22
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,35,36,93,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,22,22,33,52
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,21,22,89,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,34,34,70,88
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,20,20,67,85
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,21,21,51,69
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,38,38,73,92
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,34,35,89,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,37,38,93,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,23,23,73,92
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,16,16,2,42
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,24,24,13,22
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,34,34,32,50
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,20,21,86,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,38,38,33,52
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,33,34,86,12
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectFriendsList,13,13,2,107
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectFriendsList,15,36,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectFriendsListMainPage,18,39,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectFriendsListMainPage,11,15,2,25
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectFriendsListMainPage,16,16,2,107
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectFriendsListUserConfig,11,17,5,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetAllRecipeByUser,29,55,4,43
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetAllRecipeByUser,23,25,1,16
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetAllRecipeByUser,21,21,1,87
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetAllRecipeByUser,58,66,3,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetAllRecipeCommentByUser,17,25,1,16
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetAllRecipeCommentByUser,75,83,3,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetAllRecipeCommentByUser,30,72,4,28
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetAllRecipeCommentByUser,15,15,1,91
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetPublicEventDetails,11,31,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetUserArticleCommentByUser,22,22,1,87
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetUserArticleCommentByUser,30,89,3,23
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetUserArticleCommentByUser,92,100,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetUserArticleCommentByUser,24,26,1,16
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectGetUserIDByUsername,11,17,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectIsProfilePagePublicOrPrivate,9,13,5,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectIsUserBlockedFromSendingPM,16,22,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectIsUserBlockedFromSendingPM,14,14,2,88
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast10UpdatedArticle,9,29,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast10UpdatedArticle,15,18,6,18
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast10UpdatedRecipe,9,28,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast10UpdatedRecipe,14,17,6,18
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast20UserWhoSubmittedRecipe,16,20,3,21
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast20UserWhoSubmittedRecipe,9,26,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast20UsersWhoSubmittedArticle,9,26,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast20UsersWhoSubmittedArticle,16,20,3,26
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast25UsersWhoAddedAFriend,27,35,4,25
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast25UsersWhoAddedAFriend,15,23,4,25
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast25UsersWhoAddedAFriend,9,41,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast25UsersWhoAddedRecipeInCookBook,9,27,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast25UsersWhoAddedRecipeInCookBook,18,21,6,42
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast25UsersWhoCommentedARecipe,12,22,5,21
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast25UsersWhoCommentedARecipe,9,29,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast50ExceptionErrorLog,9,17,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast5ArticleByUser,11,26,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast5RecipeByUser,11,29,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectLast5UsersWhoSavedMyRecipeInCookBook,11,26,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectNewFriendsWaitingForApproval,11,33,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectOtherArticlesByThisAuthor,19,37,3,9
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectOtherArticlesByThisAuthor,38,41,7,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectOtherArticlesByThisAuthor,14,17,2,9
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPMReadingMsgValidation,12,18,5,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPMReadingSentMsgValidation,12,18,5,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPastPublicEvents,64,74,6,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPastPublicEvents,21,33,6,11
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPastPublicEvents,51,63,6,11
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPastPublicEvents,15,20,4,11
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPastPublicEvents,45,50,4,11
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPastPublicEvents,34,44,6,13
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessageByPMID,11,17,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessageStatistic,16,18,1,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessageStatistic,14,14,1,119
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessageStatistic,12,12,1,68
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,52,85,4,44
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,29,29,1,125
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,27,27,1,86
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,32,45,1,16
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,26,26,1,105
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,88,139,3,3
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,141,151,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,104,138,3,81
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectPrivateMessages,30,30,1,106
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectReadPrivateMessage,28,30,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectReadPrivateMessage,12,26,2,41
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectReadSentPrivateMessage,12,28,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRecipeCategory,13,25,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRecipeCategory,15,19,10,69
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRecoverLostPassword,12,15,3,7
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRecoverLostPassword,10,10,12,64
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRecoverLostPassword,16,19,3,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRelatedArticle,14,17,2,9
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRelatedArticle,19,36,3,7
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectRelatedArticle,37,40,8,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSearchUser,55,64,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSearchUser,22,52,3,61
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSearchUser,35,42,7,61
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectShowAllPMBlockedUsersByUserID,11,24,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteConfigurationAdmin,13,23,2,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteConfigurationAdmin,11,11,5,90
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,40,40,1,97
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,27,27,1,86
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,38,38,1,125
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,29,29,1,78
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,26,26,1,86
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,34,34,1,77
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,33,33,1,95
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,35,36,1,56
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,31,31,1,83
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,30,30,1,80
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,32,32,1,93
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,41,41,1,93
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,28,28,1,65
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,43,59,1,4
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,37,37,1,143
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectSiteStatistics,39,39,1,127
Security,Programming Practices - Error and Exception Handling,"Avoid Procedures using an Insert, Update, Delete, Create Table or Select without including error management (SQL)",XDPortal.dbo.spSelectTop25UsersWhoCommentARecipe,9,15,2,4
